% MTEX ODF
% crystal symmetry: "m-3m"
% specimen symmetry: "1"
% phi1    Phi     phi2    value
340.71429 22.50000 4.28571 1.14873
340.71429 22.50000 9.28571 1.44006
340.71429 22.50000 14.28571 1.70448
340.71429 22.50000 19.28571 1.79315
340.71429 22.50000 24.28571 1.65990
340.71429 22.50000 29.28571 1.41439
340.71429 22.50000 34.28571 1.18909
340.71429 22.50000 39.28571 1.02752
340.71429 22.50000 44.28571 0.91015
340.71429 22.50000 49.28571 0.81474
340.71429 22.50000 54.28571 0.73390
340.71429 22.50000 59.28571 0.66763
353.57143 22.50000 321.42857 0.59646
353.57143 22.50000 326.42857 0.56926
353.57143 22.50000 331.42857 0.60159
353.57143 22.50000 336.42857 0.65147
353.57143 22.50000 341.42857 0.72987
353.57143 22.50000 346.42857 0.86212
353.57143 22.50000 351.42857 1.08985
353.57143 22.50000 356.42857 1.42517
353.57143 22.50000 1.42857 1.76388
353.57143 22.50000 6.42857 1.90677
353.57143 22.50000 11.42857 1.75914
353.57143 22.50000 16.42857 1.44549
353.57143 22.50000 21.42857 1.15417
353.57143 22.50000 26.42857 0.96057
353.57143 22.50000 31.42857 0.84016
353.57143 22.50000 36.42857 0.75542
353.57143 22.50000 41.42857 0.68898
353.57143 22.50000 46.42857 0.63632
6.42857 22.50000 308.57143 0.57849
6.42857 22.50000 313.57143 0.55756
6.42857 22.50000 318.57143 0.58117
6.42857 22.50000 323.57143 0.61819
6.42857 22.50000 328.57143 0.67732
6.42857 22.50000 333.57143 0.78091
6.42857 22.50000 338.57143 0.97079
6.42857 22.50000 343.57143 1.27382
6.42857 22.50000 348.57143 1.61405
6.42857 22.50000 353.57143 1.79959
6.42857 22.50000 358.57143 1.70014
6.42857 22.50000 3.57143 1.40377
6.42857 22.50000 8.57143 1.10389
6.42857 22.50000 13.57143 0.90095
6.42857 22.50000 18.57143 0.78172
6.42857 22.50000 23.57143 0.70586
6.42857 22.50000 28.57143 0.65095
6.42857 22.50000 33.57143 0.60936
19.28571 22.50000 295.71429 0.56413
19.28571 22.50000 300.71429 0.54893
19.28571 22.50000 305.71429 0.56653
19.28571 22.50000 310.71429 0.59306
19.28571 22.50000 315.71429 0.63413
19.28571 22.50000 320.71429 0.70436
19.28571 22.50000 325.71429 0.83341
19.28571 22.50000 330.71429 1.04667
19.28571 22.50000 335.71429 1.30329
19.28571 22.50000 340.71429 1.46951
19.28571 22.50000 345.71429 1.43060
19.28571 22.50000 350.71429 1.22514
19.28571 22.50000 355.71429 0.99375
19.28571 22.50000 0.71429 0.82715
19.28571 22.50000 5.71429 0.72685
19.28571 22.50000 10.71429 0.66404
19.28571 22.50000 15.71429 0.62002
19.28571 22.50000 20.71429 0.58765
32.14286 22.50000 282.85714 0.55317
32.14286 22.50000 287.85714 0.54352
32.14286 22.50000 292.85714 0.55695
32.14286 22.50000 297.85714 0.57648
32.14286 22.50000 302.85714 0.60542
32.14286 22.50000 307.85714 0.65268
32.14286 22.50000 312.85714 0.73612
32.14286 22.50000 317.85714 0.87040
32.14286 22.50000 322.85714 1.03083
32.14286 22.50000 327.85714 1.13802
32.14286 22.50000 332.85714 1.12154
32.14286 22.50000 337.85714 0.99961
32.14286 22.50000 342.85714 0.85471
32.14286 22.50000 347.85714 0.74476
32.14286 22.50000 352.85714 0.67460
32.14286 22.50000 357.85714 0.62847
32.14286 22.50000 2.85714 0.59533
32.14286 22.50000 7.85714 0.57085
45.00000 22.50000 270.00000 0.54516
45.00000 22.50000 275.00000 0.54784
45.00000 22.50000 280.00000 0.55750
45.00000 22.50000 285.00000 0.56886
45.00000 22.50000 290.00000 0.59013
45.00000 22.50000 295.00000 0.62949
45.00000 22.50000 300.00000 0.69916
45.00000 22.50000 305.00000 0.80451
45.00000 22.50000 310.00000 0.91576
45.00000 22.50000 315.00000 0.97252
45.00000 22.50000 320.00000 0.93952
45.00000 22.50000 325.00000 0.84568
45.00000 22.50000 330.00000 0.74822
45.00000 22.50000 335.00000 0.67776
45.00000 22.50000 340.00000 0.63214
45.00000 22.50000 345.00000 0.60046
45.00000 22.50000 350.00000 0.57654
45.00000 22.50000 355.00000 0.55839
57.85714 22.50000 257.14286 0.54431
57.85714 22.50000 262.14286 0.55493
57.85714 22.50000 267.14286 0.56839
57.85714 22.50000 272.14286 0.58486
57.85714 22.50000 277.14286 0.60755
57.85714 22.50000 282.14286 0.64861
57.85714 22.50000 287.14286 0.72838
57.85714 22.50000 292.14286 0.84955
57.85714 22.50000 297.14286 0.97025
57.85714 22.50000 302.14286 1.00617
57.85714 22.50000 307.14286 0.93066
57.85714 22.50000 312.14286 0.80528
57.85714 22.50000 317.14286 0.70124
57.85714 22.50000 322.14286 0.63910
57.85714 22.50000 327.14286 0.60424
57.85714 22.50000 332.14286 0.58113
57.85714 22.50000 337.14286 0.56342
57.85714 22.50000 342.14286 0.54969
70.71429 22.50000 244.28571 0.54511
70.71429 22.50000 249.28571 0.55751
70.71429 22.50000 254.28571 0.57367
70.71429 22.50000 259.28571 0.59428
70.71429 22.50000 264.28571 0.62449
70.71429 22.50000 269.28571 0.68338
70.71429 22.50000 274.28571 0.80434
70.71429 22.50000 279.28571 0.99638
70.71429 22.50000 284.28571 1.18124
70.71429 22.50000 289.28571 1.22633
70.71429 22.50000 294.28571 1.09147
70.71429 22.50000 299.28571 0.88102
70.71429 22.50000 304.28571 0.71561
70.71429 22.50000 309.28571 0.62690
70.71429 22.50000 314.28571 0.58960
70.71429 22.50000 319.28571 0.56940
70.71429 22.50000 324.28571 0.55502
70.71429 22.50000 329.28571 0.54400
83.57143 22.50000 231.42857 0.54233
83.57143 22.50000 236.42857 0.55431
83.57143 22.50000 241.42857 0.57061
83.57143 22.50000 246.42857 0.59224
83.57143 22.50000 251.42857 0.62502
83.57143 22.50000 256.42857 0.69122
83.57143 22.50000 261.42857 0.83530
83.57143 22.50000 266.42857 1.08185
83.57143 22.50000 271.42857 1.34630
83.57143 22.50000 276.42857 1.44818
83.57143 22.50000 281.42857 1.30138
83.57143 22.50000 286.42857 1.02511
83.57143 22.50000 291.42857 0.79322
83.57143 22.50000 296.42857 0.66594
83.57143 22.50000 301.42857 0.60878
83.57143 22.50000 306.42857 0.57990
83.57143 22.50000 311.42857 0.56071
83.57143 22.50000 316.42857 0.54690
90.00000 27.50000 225.00000 0.53143
90.00000 27.50000 230.00000 0.54888
90.00000 27.50000 235.00000 0.57305
90.00000 27.50000 240.00000 0.60498
90.00000 27.50000 245.00000 0.64944
90.00000 27.50000 250.00000 0.72613
90.00000 27.50000 255.00000 0.87738
90.00000 27.50000 260.00000 1.13220
90.00000 27.50000 265.00000 1.41558
90.00000 27.50000 270.00000 1.54523
90.00000 27.50000 275.00000 1.41558
90.00000 27.50000 280.00000 1.13220
90.00000 27.50000 285.00000 0.87738
90.00000 27.50000 290.00000 0.72613
90.00000 27.50000 295.00000 0.64944
90.00000 27.50000 300.00000 0.60498
90.00000 27.50000 305.00000 0.57305
90.00000 27.50000 310.00000 0.54888
100.90909 27.50000 214.09091 0.53870
100.90909 27.50000 219.09091 0.53588
100.90909 27.50000 224.09091 0.55503
100.90909 27.50000 229.09091 0.58112
100.90909 27.50000 234.09091 0.61727
100.90909 27.50000 239.09091 0.67610
100.90909 27.50000 244.09091 0.78949
100.90909 27.50000 249.09091 0.99004
100.90909 27.50000 254.09091 1.24051
100.90909 27.50000 259.09091 1.39936
100.90909 27.50000 264.09091 1.34484
100.90909 27.50000 269.09091 1.12494
100.90909 27.50000 274.09091 0.89454
100.90909 27.50000 279.09091 0.74472
100.90909 27.50000 284.09091 0.66539
100.90909 27.50000 289.09091 0.61904
100.90909 27.50000 294.09091 0.58524
100.90909 27.50000 299.09091 0.55870
111.81818 27.50000 203.18182 0.54179
111.81818 27.50000 208.18182 0.52761
111.81818 27.50000 213.18182 0.53733
111.81818 27.50000 218.18182 0.55628
111.81818 27.50000 223.18182 0.58265
111.81818 27.50000 228.18182 0.62256
111.81818 27.50000 233.18182 0.69261
111.81818 27.50000 238.18182 0.81375
111.81818 27.50000 243.18182 0.97384
111.81818 27.50000 248.18182 1.09594
111.81818 27.50000 253.18182 1.09427
111.81818 27.50000 258.18182 0.97486
111.81818 27.50000 263.18182 0.82693
111.81818 27.50000 268.18182 0.71924
111.81818 27.50000 273.18182 0.65639
111.81818 27.50000 278.18182 0.61690
111.81818 27.50000 283.18182 0.58650
111.81818 27.50000 288.18182 0.56149
122.72727 27.50000 192.27273 0.53964
122.72727 27.50000 197.27273 0.52739
122.72727 27.50000 202.27273 0.53051
122.72727 27.50000 207.27273 0.54230
122.72727 27.50000 212.27273 0.55742
122.72727 27.50000 217.27273 0.58591
122.72727 27.50000 222.27273 0.63007
122.72727 27.50000 227.27273 0.69763
122.72727 27.50000 232.27273 0.78195
122.72727 27.50000 237.27273 0.84807
122.72727 27.50000 242.27273 0.85493
122.72727 27.50000 247.27273 0.80105
122.72727 27.50000 252.27273 0.72646
122.72727 27.50000 257.27273 0.66672
122.72727 27.50000 262.27273 0.62756
122.72727 27.50000 267.27273 0.59955
122.72727 27.50000 272.27273 0.57629
122.72727 27.50000 277.27273 0.55605
133.63636 27.50000 181.36364 0.53307
133.63636 27.50000 186.36364 0.52782
133.63636 27.50000 191.36364 0.54065
133.63636 27.50000 196.36364 0.55820
133.63636 27.50000 201.36364 0.58142
133.63636 27.50000 206.36364 0.61186
133.63636 27.50000 211.36364 0.65118
133.63636 27.50000 216.36364 0.69653
133.63636 27.50000 221.36364 0.73425
133.63636 27.50000 226.36364 0.74525
133.63636 27.50000 231.36364 0.73185
133.63636 27.50000 236.36364 0.69185
133.63636 27.50000 241.36364 0.64810
133.63636 27.50000 246.36364 0.61489
133.63636 27.50000 251.36364 0.59221
133.63636 27.50000 256.36364 0.57465
133.63636 27.50000 261.36364 0.55883
133.63636 27.50000 266.36364 0.54484
144.54545 27.50000 170.45455 0.52477
144.54545 27.50000 175.45455 0.53691
144.54545 27.50000 180.45455 0.55532
144.54545 27.50000 185.45455 0.58204
144.54545 27.50000 190.45455 0.62048
144.54545 27.50000 195.45455 0.67560
144.54545 27.50000 200.45455 0.75003
144.54545 27.50000 205.45455 0.83080
144.54545 27.50000 210.45455 0.88172
144.54545 27.50000 215.45455 0.86821
144.54545 27.50000 220.45455 0.79528
144.54545 27.50000 225.45455 0.70371
144.54545 27.50000 230.45455 0.62932
144.54545 27.50000 235.45455 0.58232
144.54545 27.50000 240.45455 0.56330
144.54545 27.50000 245.45455 0.55087
144.54545 27.50000 250.45455 0.54073
144.54545 27.50000 255.45455 0.53183
155.45455 27.50000 159.54545 0.53210
155.45455 27.50000 164.54545 0.54893
155.45455 27.50000 169.54545 0.57409
155.45455 27.50000 174.54545 0.61194
155.45455 27.50000 179.54545 0.67028
155.45455 27.50000 184.54545 0.76251
155.45455 27.50000 189.54545 0.90066
155.45455 27.50000 194.54545 1.06537
155.45455 27.50000 199.54545 1.18151
155.45455 27.50000 204.54545 1.16744
155.45455 27.50000 209.54545 1.02664
155.45455 27.50000 214.54545 0.84685
155.45455 27.50000 219.54545 0.70585
155.45455 27.50000 224.54545 0.62037
155.45455 27.50000 229.54545 0.57288
155.45455 27.50000 234.54545 0.54557
155.45455 27.50000 239.54545 0.52892
155.45455 27.50000 244.54545 0.52102
166.36364 27.50000 153.63636 0.56416
166.36364 27.50000 158.63636 0.59617
166.36364 27.50000 163.63636 0.64390
166.36364 27.50000 168.63636 0.71890
166.36364 27.50000 173.63636 0.84443
166.36364 27.50000 178.63636 1.04975
166.36364 27.50000 183.63636 1.32342
166.36364 27.50000 188.63636 1.55440
166.36364 27.50000 193.63636 1.58646
166.36364 27.50000 198.63636 1.38621
166.36364 27.50000 203.63636 1.08785
166.36364 27.50000 208.63636 0.84026
166.36364 27.50000 213.63636 0.68898
166.36364 27.50000 218.63636 0.60761
166.36364 27.50000 223.63636 0.56343
166.36364 27.50000 228.63636 0.53817
166.36364 27.50000 233.63636 0.52811
177.27273 27.50000 137.72727 0.55535
177.27273 27.50000 142.72727 0.58341
177.27273 27.50000 147.72727 0.62237
177.27273 27.50000 152.72727 0.67716
177.27273 27.50000 157.72727 0.75897
177.27273 27.50000 162.72727 0.89367
177.27273 27.50000 167.72727 1.12239
177.27273 27.50000 172.72727 1.45523
177.27273 27.50000 177.72727 1.78402
177.27273 27.50000 182.72727 1.90264
177.27273 27.50000 187.72727 1.71124
177.27273 27.50000 192.72727 1.34118
177.27273 27.50000 197.72727 0.99935
177.27273 27.50000 202.72727 0.77750
177.27273 27.50000 207.72727 0.65528
177.27273 27.50000 212.72727 0.58910
177.27273 27.50000 217.72727 0.55190
177.27273 27.50000 222.72727 0.53762
188.18182 27.50000 126.81818 0.57225
188.18182 27.50000 131.81818 0.60757
188.18182 27.50000 136.81818 0.65499
188.18182 27.50000 141.81818 0.71649
188.18182 27.50000 146.81818 0.79869
188.18182 27.50000 151.81818 0.91979
188.18182 27.50000 156.81818 1.11507
188.18182 27.50000 161.81818 1.40802
188.18182 27.50000 166.81818 1.73080
188.18182 27.50000 171.81818 1.90267
188.18182 27.50000 176.81818 1.78750
188.18182 27.50000 181.81818 1.45737
188.18182 27.50000 186.81818 1.10673
188.18182 27.50000 191.81818 0.85522
188.18182 27.50000 196.81818 0.70554
188.18182 27.50000 201.81818 0.61987
188.18182 27.50000 206.81818 0.56989
188.18182 27.50000 211.81818 0.54919
199.09091 27.50000 115.90909 0.59180
199.09091 27.50000 120.90909 0.63644
199.09091 27.50000 125.90909 0.69518
199.09091 27.50000 130.90909 0.76689
199.09091 27.50000 135.90909 0.85243
199.09091 27.50000 140.90909 0.95850
199.09091 27.50000 145.90909 1.10317
199.09091 27.50000 150.90909 1.30407
199.09091 27.50000 155.90909 1.53091
199.09091 27.50000 160.90909 1.67408
199.09091 27.50000 165.90909 1.62458
199.09091 27.50000 170.90909 1.39916
199.09091 27.50000 175.90909 1.12311
199.09091 27.50000 180.90909 0.89875
199.09091 27.50000 185.90909 0.74797
199.09091 27.50000 190.90909 0.65198
199.09091 27.50000 195.90909 0.59129
199.09091 27.50000 200.90909 0.56157
210.00000 27.50000 105.00000 0.61210
210.00000 27.50000 110.00000 0.66805
210.00000 27.50000 115.00000 0.74084
210.00000 27.50000 120.00000 0.82763
210.00000 27.50000 125.00000 0.92491
210.00000 27.50000 130.00000 1.03040
210.00000 27.50000 135.00000 1.14663
210.00000 27.50000 140.00000 1.27728
210.00000 27.50000 145.00000 1.40653
210.00000 27.50000 150.00000 1.48165
210.00000 27.50000 155.00000 1.44510
210.00000 27.50000 160.00000 1.29777
210.00000 27.50000 165.00000 1.10307
210.00000 27.50000 170.00000 0.92445
210.00000 27.50000 175.00000 0.78621
210.00000 27.50000 180.00000 0.68617
210.00000 27.50000 185.00000 0.61647
210.00000 27.50000 190.00000 0.57327
220.90909 27.50000 94.09091 0.63076
220.90909 27.50000 99.09091 0.69868
220.90909 27.50000 104.09091 0.78678
220.90909 27.50000 109.09091 0.89206
220.90909 27.50000 114.09091 1.00870
220.90909 27.50000 119.09091 1.12993
220.90909 27.50000 124.09091 1.24960
220.90909 27.50000 129.09091 1.35912
220.90909 27.50000 134.09091 1.43968
220.90909 27.50000 139.09091 1.46200
220.90909 27.50000 144.09091 1.40540
220.90909 27.50000 149.09091 1.28014
220.90909 27.50000 154.09091 1.12260
220.90909 27.50000 159.09091 0.96806
220.90909 27.50000 164.09091 0.83476
220.90909 27.50000 169.09091 0.72796
220.90909 27.50000 174.09091 0.64757
220.90909 27.50000 179.09091 0.59089
231.81818 27.50000 83.18182 0.64511
231.81818 27.50000 88.18182 0.72346
231.81818 27.50000 93.18182 0.82612
231.81818 27.50000 98.18182 0.95037
231.81818 27.50000 103.18182 1.09040
231.81818 27.50000 108.18182 1.23979
231.81818 27.50000 113.18182 1.39087
231.81818 27.50000 118.18182 1.52571
231.81818 27.50000 123.18182 1.60922
231.81818 27.50000 128.18182 1.60701
231.81818 27.50000 133.18182 1.51667
231.81818 27.50000 138.18182 1.37015
231.81818 27.50000 143.18182 1.20523
231.81818 27.50000 148.18182 1.04547
231.81818 27.50000 153.18182 0.90210
231.81818 27.50000 158.18182 0.78128
231.81818 27.50000 163.18182 0.68623
231.81818 27.50000 168.18182 0.61673
242.72727 27.50000 72.27273 0.65270
242.72727 27.50000 77.27273 0.73848
242.72727 27.50000 82.27273 0.85227
242.72727 27.50000 87.27273 0.99238
242.72727 27.50000 92.27273 1.15534
242.72727 27.50000 97.27273 1.33991
242.72727 27.50000 102.27273 1.54557
242.72727 27.50000 107.27273 1.74937
242.72727 27.50000 112.27273 1.88561
242.72727 27.50000 117.27273 1.88497
242.72727 27.50000 122.27273 1.74766
242.72727 27.50000 127.27273 1.54259
242.72727 27.50000 132.27273 1.33487
242.72727 27.50000 137.27273 1.14804
242.72727 27.50000 142.27273 0.98383
242.72727 27.50000 147.27273 0.84375
242.72727 27.50000 152.27273 0.73109
242.72727 27.50000 157.27273 0.64682
253.63636 27.50000 61.36364 0.65199
253.63636 27.50000 66.36364 0.74072
253.63636 27.50000 71.36364 0.86015
253.63636 27.50000 76.36364 1.01001
253.63636 27.50000 81.36364 1.18936
253.63636 27.50000 86.36364 1.40498
253.63636 27.50000 91.36364 1.67165
253.63636 27.50000 96.36364 1.97257
253.63636 27.50000 101.36364 2.20886
253.63636 27.50000 106.36364 2.24724
253.63636 27.50000 111.36364 2.06277
253.63636 27.50000 116.36364 1.76927
253.63636 27.50000 121.36364 1.48801
253.63636 27.50000 126.36364 1.25775
253.63636 27.50000 131.36364 1.06764
253.63636 27.50000 136.36364 0.90762
253.63636 27.50000 141.36364 0.77751
253.63636 27.50000 146.36364 0.67851
264.54545 27.50000 50.45455 0.64318
264.54545 27.50000 55.45455 0.72975
264.54545 27.50000 60.45455 0.84821
264.54545 27.50000 65.45455 0.99933
264.54545 27.50000 70.45455 1.18331
264.54545 27.50000 75.45455 1.41053
264.54545 27.50000 80.45455 1.70786
264.54545 27.50000 85.45455 2.07775
264.54545 27.50000 90.45455 2.41607
264.54545 27.50000 95.45455 2.53379
264.54545 27.50000 100.45455 2.34883
264.54545 27.50000 105.45455 1.98766
264.54545 27.50000 110.45455 1.63162
264.54545 27.50000 115.45455 1.35397
264.54545 27.50000 120.45455 1.13899
264.54545 27.50000 125.45455 0.96279
264.54545 27.50000 130.45455 0.81878
264.54545 27.50000 135.45455 0.70766
275.45455 27.50000 39.54545 0.64318
275.45455 27.50000 44.54545 0.70766
275.45455 27.50000 49.54545 0.81878
275.45455 27.50000 54.54545 0.96279
275.45455 27.50000 59.54545 1.13899
275.45455 27.50000 64.54545 1.35397
275.45455 27.50000 69.54545 1.63162
275.45455 27.50000 74.54545 1.98766
275.45455 27.50000 79.54545 2.34883
275.45455 27.50000 84.54545 2.53379
275.45455 27.50000 89.54545 2.41607
275.45455 27.50000 94.54545 2.07775
275.45455 27.50000 99.54545 1.70786
275.45455 27.50000 104.54545 1.41053
275.45455 27.50000 109.54545 1.18331
275.45455 27.50000 114.54545 0.99933
275.45455 27.50000 119.54545 0.84821
275.45455 27.50000 124.54545 0.72975
286.36364 27.50000 28.63636 0.65199
286.36364 27.50000 33.63636 0.67851
286.36364 27.50000 38.63636 0.77751
286.36364 27.50000 43.63636 0.90762
286.36364 27.50000 48.63636 1.06764
286.36364 27.50000 53.63636 1.25775
286.36364 27.50000 58.63636 1.48801
286.36364 27.50000 63.63636 1.76927
286.36364 27.50000 68.63636 2.06277
286.36364 27.50000 73.63636 2.24724
286.36364 27.50000 78.63636 2.20886
286.36364 27.50000 83.63636 1.97257
286.36364 27.50000 88.63636 1.67165
286.36364 27.50000 93.63636 1.40498
286.36364 27.50000 98.63636 1.18936
286.36364 27.50000 103.63636 1.01001
286.36364 27.50000 108.63636 0.86015
286.36364 27.50000 113.63636 0.74072
297.27273 27.50000 17.72727 0.65270
297.27273 27.50000 22.72727 0.64682
297.27273 27.50000 27.72727 0.73109
297.27273 27.50000 32.72727 0.84375
297.27273 27.50000 37.72727 0.98383
297.27273 27.50000 42.72727 1.14804
297.27273 27.50000 47.72727 1.33487
297.27273 27.50000 52.72727 1.54259
297.27273 27.50000 57.72727 1.74766
297.27273 27.50000 62.72727 1.88497
297.27273 27.50000 67.72727 1.88561
297.27273 27.50000 72.72727 1.74937
297.27273 27.50000 77.72727 1.54557
297.27273 27.50000 82.72727 1.33991
297.27273 27.50000 87.72727 1.15534
297.27273 27.50000 92.72727 0.99238
297.27273 27.50000 97.72727 0.85227
297.27273 27.50000 102.72727 0.73848
308.18182 27.50000 6.81818 0.64511
308.18182 27.50000 11.81818 0.61673
308.18182 27.50000 16.81818 0.68623
308.18182 27.50000 21.81818 0.78128
308.18182 27.50000 26.81818 0.90210
308.18182 27.50000 31.81818 1.04547
308.18182 27.50000 36.81818 1.20523
308.18182 27.50000 41.81818 1.37015
308.18182 27.50000 46.81818 1.51667
308.18182 27.50000 51.81818 1.60701
308.18182 27.50000 56.81818 1.60922
308.18182 27.50000 61.81818 1.52571
308.18182 27.50000 66.81818 1.39087
308.18182 27.50000 71.81818 1.23979
308.18182 27.50000 76.81818 1.09040
308.18182 27.50000 81.81818 0.95037
308.18182 27.50000 86.81818 0.82612
308.18182 27.50000 91.81818 0.72346
319.09091 27.50000 355.90909 0.63076
319.09091 27.50000 0.90909 0.59089
319.09091 27.50000 5.90909 0.64757
319.09091 27.50000 10.90909 0.72796
319.09091 27.50000 15.90909 0.83476
319.09091 27.50000 20.90909 0.96806
319.09091 27.50000 25.90909 1.12260
319.09091 27.50000 30.90909 1.28014
319.09091 27.50000 35.90909 1.40540
319.09091 27.50000 40.90909 1.46200
319.09091 27.50000 45.90909 1.43968
319.09091 27.50000 50.90909 1.35912
319.09091 27.50000 55.90909 1.24960
319.09091 27.50000 60.90909 1.12993
319.09091 27.50000 65.90909 1.00870
319.09091 27.50000 70.90909 0.89206
319.09091 27.50000 75.90909 0.78678
319.09091 27.50000 80.90909 0.69868
330.00000 27.50000 345.00000 0.61210
330.00000 27.50000 350.00000 0.57327
330.00000 27.50000 355.00000 0.61647
330.00000 27.50000 0.00000 0.68617
330.00000 27.50000 5.00000 0.78621
330.00000 27.50000 10.00000 0.92445
330.00000 27.50000 15.00000 1.10307
330.00000 27.50000 20.00000 1.29777
330.00000 27.50000 25.00000 1.44510
330.00000 27.50000 30.00000 1.48165
330.00000 27.50000 35.00000 1.40653
330.00000 27.50000 40.00000 1.27728
330.00000 27.50000 45.00000 1.14663
330.00000 27.50000 50.00000 1.03040
330.00000 27.50000 55.00000 0.92491
330.00000 27.50000 60.00000 0.82763
330.00000 27.50000 65.00000 0.74084
330.00000 27.50000 70.00000 0.66805
340.90909 27.50000 334.09091 0.59180
340.90909 27.50000 339.09091 0.56157
340.90909 27.50000 344.09091 0.59129
340.90909 27.50000 349.09091 0.65198
340.90909 27.50000 354.09091 0.74797
340.90909 27.50000 359.09091 0.89875
340.90909 27.50000 4.09091 1.12311
340.90909 27.50000 9.09091 1.39916
340.90909 27.50000 14.09091 1.62458
340.90909 27.50000 19.09091 1.67408
340.90909 27.50000 24.09091 1.53091
340.90909 27.50000 29.09091 1.30407
340.90909 27.50000 34.09091 1.10317
340.90909 27.50000 39.09091 0.95850
340.90909 27.50000 44.09091 0.85243
340.90909 27.50000 49.09091 0.76689
340.90909 27.50000 54.09091 0.69518
340.90909 27.50000 59.09091 0.63644
351.81818 27.50000 323.18182 0.57225
351.81818 27.50000 328.18182 0.54919
351.81818 27.50000 333.18182 0.56989
351.81818 27.50000 338.18182 0.61987
351.81818 27.50000 343.18182 0.70554
351.81818 27.50000 348.18182 0.85522
351.81818 27.50000 353.18182 1.10673
351.81818 27.50000 358.18182 1.45737
351.81818 27.50000 3.18182 1.78750
351.81818 27.50000 8.18182 1.90267
351.81818 27.50000 13.18182 1.73080
351.81818 27.50000 18.18182 1.40802
351.81818 27.50000 23.18182 1.11507
351.81818 27.50000 28.18182 0.91979
351.81818 27.50000 33.18182 0.79869
351.81818 27.50000 38.18182 0.71649
351.81818 27.50000 43.18182 0.65499
351.81818 27.50000 48.18182 0.60757
2.72727 27.50000 312.27273 0.55535
2.72727 27.50000 317.27273 0.53762
2.72727 27.50000 322.27273 0.55190
2.72727 27.50000 327.27273 0.58910
2.72727 27.50000 332.27273 0.65528
2.72727 27.50000 337.27273 0.77750
2.72727 27.50000 342.27273 0.99935
2.72727 27.50000 347.27273 1.34118
2.72727 27.50000 352.27273 1.71124
2.72727 27.50000 357.27273 1.90264
2.72727 27.50000 2.27273 1.78402
2.72727 27.50000 7.27273 1.45523
2.72727 27.50000 12.27273 1.12239
2.72727 27.50000 17.27273 0.89367
2.72727 27.50000 22.27273 0.75897
2.72727 27.50000 27.27273 0.67716
2.72727 27.50000 32.27273 0.62237
2.72727 27.50000 37.27273 0.58341
13.63636 27.50000 301.36364 0.54223
13.63636 27.50000 306.36364 0.52811
13.63636 27.50000 311.36364 0.53817
13.63636 27.50000 316.36364 0.56343
13.63636 27.50000 321.36364 0.60761
13.63636 27.50000 326.36364 0.68898
13.63636 27.50000 331.36364 0.84026
13.63636 27.50000 336.36364 1.08785
13.63636 27.50000 341.36364 1.38621
13.63636 27.50000 346.36364 1.58646
13.63636 27.50000 351.36364 1.55440
13.63636 27.50000 356.36364 1.32342
13.63636 27.50000 1.36364 1.04975
13.63636 27.50000 6.36364 0.84443
13.63636 27.50000 11.36364 0.71890
13.63636 27.50000 16.36364 0.64390
13.63636 27.50000 21.36364 0.59617
13.63636 27.50000 26.36364 0.56416
24.54545 27.50000 290.45455 0.53210
24.54545 27.50000 295.45455 0.52102
24.54545 27.50000 300.45455 0.52892
24.54545 27.50000 305.45455 0.54557
24.54545 27.50000 310.45455 0.57288
24.54545 27.50000 315.45455 0.62037
24.54545 27.50000 320.45455 0.70585
24.54545 27.50000 325.45455 0.84685
24.54545 27.50000 330.45455 1.02664
24.54545 27.50000 335.45455 1.16744
24.54545 27.50000 340.45455 1.18151
24.54545 27.50000 345.45455 1.06537
24.54545 27.50000 350.45455 0.90066
24.54545 27.50000 355.45455 0.76251
24.54545 27.50000 0.45455 0.67028
24.54545 27.50000 5.45455 0.61194
24.54545 27.50000 10.45455 0.57409
24.54545 27.50000 15.45455 0.54893
35.45455 27.50000 279.54545 0.52477
35.45455 27.50000 284.54545 0.53183
35.45455 27.50000 289.54545 0.54073
35.45455 27.50000 294.54545 0.55087
35.45455 27.50000 299.54545 0.56330
35.45455 27.50000 304.54545 0.58232
35.45455 27.50000 309.54545 0.62932
35.45455 27.50000 314.54545 0.70371
35.45455 27.50000 319.54545 0.79528
35.45455 27.50000 324.54545 0.86821
35.45455 27.50000 329.54545 0.88172
35.45455 27.50000 334.54545 0.83080
35.45455 27.50000 339.54545 0.75003
35.45455 27.50000 344.54545 0.67560
35.45455 27.50000 349.54545 0.62048
35.45455 27.50000 354.54545 0.58204
35.45455 27.50000 359.54545 0.55532
35.45455 27.50000 4.54545 0.53691
46.36364 27.50000 268.63636 0.53307
46.36364 27.50000 273.63636 0.54484
46.36364 27.50000 278.63636 0.55883
46.36364 27.50000 283.63636 0.57465
46.36364 27.50000 288.63636 0.59221
46.36364 27.50000 293.63636 0.61489
46.36364 27.50000 298.63636 0.64810
46.36364 27.50000 303.63636 0.69185
46.36364 27.50000 308.63636 0.73185
46.36364 27.50000 313.63636 0.74525
46.36364 27.50000 318.63636 0.73425
46.36364 27.50000 323.63636 0.69653
46.36364 27.50000 328.63636 0.65118
46.36364 27.50000 333.63636 0.61186
46.36364 27.50000 338.63636 0.58142
46.36364 27.50000 343.63636 0.55820
46.36364 27.50000 348.63636 0.54065
46.36364 27.50000 353.63636 0.52782
57.27273 27.50000 257.72727 0.53964
57.27273 27.50000 262.72727 0.55605
