Index	Phase	X	Y	Euler1	Euler2	Euler3	MAD	BC	BS	Bands	Error	ReliabilityIndex	
81839	1	142.8	115.2	354.48	41.117	49.601	0.5114	83	0	8	0	0.0000	
81840	2	143.4	115.2	358.42	41.443	0.6099	0.4553	90	0	8	0	0.0000	
81841	0	144	115.2	0.0000	0.0000	0.0000	0.0000	39	0	0	3	1.0000	
81842	0	144.6	115.2	0.0000	0.0000	0.0000	0.0000	22	0	0	3	1.0000	
81843	0	145.2	115.2	0.0000	0.0000	0.0000	0.0000	32	0	0	3	1.0000	
81844	0	145.8	115.2	0.0000	0.0000	0.0000	0.0000	42	0	0	3	1.0000	
81845	0	146.4	115.2	0.0000	0.0000	0.0000	0.0000	36	0	0	3	1.0000	
81846	0	147	115.2	0.0000	0.0000	0.0000	0.0000	11	0	0	3	1.0000	
81847	0	147.6	115.2	0.0000	0.0000	0.0000	0.0000	20	0	0	3	1.0000	
81848	0	148.2	115.2	0.0000	0.0000	0.0000	0.0000	32	0	0	3	1.0000	
81849	1	148.8	115.2	231.26	43.497	48.551	0.5943	93	0	8	0	0.0000	
81850	1	149.4	115.2	231.71	43.796	48.606	0.7160	96	0	8	0	0.0000	
81851	1	150	115.2	232.44	44.082	47.918	0.5440	103	0	8	0	0.0000	
81852	0	150.6	115.2	0.0000	0.0000	0.0000	0.0000	103	0	0	3	1.0000	
81853	1	151.2	115.2	231.80	43.716	48.422	0.5878	103	0	8	0	0.0000	
81854	1	151.8	115.2	231.98	43.969	48.534	0.7341	111	0	8	0	0.0000	
81855	1	152.4	115.2	231.74	43.748	48.673	0.6025	106	0	8	0	0.0000	
81856	1	153	115.2	231.68	43.731	48.658	0.5878	114	0	8	0	0.0000	
81857	1	153.6	115.2	231.80	43.710	48.547	0.7233	110	0	8	0	0.0000	
81858	1	154.2	115.2	231.81	43.730	48.438	0.8232	116	0	8	0	0.0000	
81859	1	154.8	115.2	12.128	26.583	45.334	0.5918	103	0	8	0	0.0000	
81860	1	155.4	115.2	12.330	26.644	45.037	0.5542	111	0	8	0	0.0000	
81861	1	156	115.2	11.966	26.160	46.178	0.6403	111	0	8	0	0.0000	
81862	1	156.6	115.2	11.947	26.243	46.145	0.6540	105	0	8	0	0.0000	
81863	1	157.2	115.2	12.713	26.546	44.954	0.6532	100	0	8	0	0.0000	
81864	1	157.8	115.2	13.010	26.256	44.735	0.6576	108	0	8	0	0.0000	
81865	1	158.4	115.2	13.729	26.337	43.832	0.4027	112	0	8	0	0.0000	
81866	1	159	115.2	13.808	26.216	43.724	0.3315	111	0	8	0	0.0000	
81867	1	159.6	115.2	14.341	26.259	43.108	0.3740	121	0	8	0	0.0000	
81868	1	160.2	115.2	14.564	26.143	43.040	0.5333	115	0	8	0	0.0000	
81869	1	160.8	115.2	14.883	26.108	42.493	0.4903	105	0	8	0	0.0000	
81870	1	161.4	115.2	14.578	25.860	43.034	0.5308	103	0	8	0	0.0000	
81871	1	162	115.2	13.876	25.891	43.681	0.5720	106	0	8	0	0.0000	
81872	1	162.6	115.2	14.029	25.894	43.496	0.5126	114	0	8	0	0.0000	
81873	0	163.2	115.2	0.0000	0.0000	0.0000	0.0000	71	0	0	3	1.0000	
81874	1	163.8	115.2	217.33	52.038	50.170	0.8391	94	0	8	0	0.0000	
81875	0	164.4	115.2	0.0000	0.0000	0.0000	0.0000	32	0	0	3	1.0000	
81876	0	165	115.2	0.0000	0.0000	0.0000	0.0000	46	0	0	3	1.0000	
81877	1	165.6	115.2	218.15	51.974	49.584	0.6445	101	0	8	0	0.0000	
81878	1	166.2	115.2	217.87	52.122	49.746	0.6951	114	0	8	0	0.0000	
81879	1	166.8	115.2	218.20	52.435	49.450	0.7519	90	0	8	0	0.0000	
81880	1	167.4	115.2	343.48	52.357	40.066	1.0326	58	0	8	0	0.0000	
81881	0	168	115.2	0.0000	0.0000	0.0000	0.0000	23	0	0	3	1.0000	
81882	1	168.6	115.2	164.93	34.127	39.554	0.9172	58	0	8	0	0.0000	
81883	1	169.2	115.2	164.68	34.103	39.861	0.8534	95	0	8	0	0.0000	
81884	1	169.8	115.2	165.36	33.787	39.461	0.6776	106	0	8	0	0.0000	
81885	1	170.4	115.2	164.78	33.805	39.610	0.5356	97	0	8	0	0.0000	
81886	1	171	115.2	164.91	33.652	39.238	0.7191	102	0	8	0	0.0000	
81887	1	171.6	115.2	164.90	33.536	39.459	0.5872	102	0	8	0	0.0000	
81888	1	172.2	115.2	164.40	33.661	40.038	0.7827	98	0	8	0	0.0000	
81889	1	172.8	115.2	164.77	34.189	40.009	0.9725	66	0	8	0	0.0000	
81890	0	173.4	115.2	0.0000	0.0000	0.0000	0.0000	73	0	0	3	1.0000	
81891	1	174	115.2	119.04	26.731	71.872	0.6069	103	0	8	0	0.0000	
81892	1	174.6	115.2	118.85	26.817	72.007	0.5685	98	0	8	0	0.0000	
81893	1	175.2	115.2	118.84	26.826	71.955	0.5540	104	0	8	0	0.0000	
81894	1	175.8	115.2	119.21	26.773	71.697	0.4813	97	0	8	0	0.0000	
81895	1	176.4	115.2	119.16	26.662	71.623	0.6442	92	0	8	0	0.0000	
81896	1	177	115.2	118.90	26.742	71.896	0.6886	104	0	8	0	0.0000	
81897	1	177.6	115.2	119.45	26.735	71.528	0.3474	91	0	8	0	0.0000	
81898	0	178.2	115.2	0.0000	0.0000	0.0000	0.0000	32	0	0	4	1.0000	
81899	2	178.8	115.2	115.90	36.932	30.704	0.4702	97	0	8	0	0.0000	
81900	2	179.4	115.2	118.09	36.459	28.658	0.4460	106	0	8	0	0.0000	
81901	2	180	115.2	117.81	36.690	28.892	0.5140	69	0	8	0	0.0000	
81902	0	180.6	115.2	0.0000	0.0000	0.0000	0.0000	23	0	0	3	1.0000	
81903	1	181.2	115.2	118.72	28.653	71.636	1.1622	60	0	8	0	0.0000	
81904	2	181.8	115.2	116.91	37.289	29.666	0.7333	80	0	8	0	0.0000	
81905	1	182.4	115.2	155.10	51.841	46.230	0.6538	103	0	8	0	0.0000	
81906	0	183	115.2	0.0000	0.0000	0.0000	0.0000	107	0	0	3	1.0000	
81907	1	183.6	115.2	155.37	51.647	46.010	0.7138	105	0	8	0	0.0000	
81908	1	184.2	115.2	155.04	51.517	46.477	0.6457	106	0	8	0	0.0000	
81909	1	184.8	115.2	155.32	51.469	46.247	0.5307	113	0	8	0	0.0000	
81910	1	185.4	115.2	155.19	51.525	46.427	0.5225	110	0	8	0	0.0000	
81911	1	186	115.2	154.79	51.505	46.745	0.5338	109	0	8	0	0.0000	
81912	1	186.6	115.2	155.15	51.209	46.607	0.4606	79	0	8	0	0.0000	
81913	0	187.2	115.2	0.0000	0.0000	0.0000	0.0000	78	0	0	3	1.0000	
81914	1	187.8	115.2	157.50	48.499	46.497	0.4732	102	0	8	0	0.0000	
81915	1	188.4	115.2	157.46	48.066	46.430	0.7210	98	0	8	0	0.0000	
81916	1	189	115.2	157.64	48.302	46.150	0.3750	95	0	8	0	0.0000	
81917	1	189.6	115.2	157.69	48.429	46.101	0.5171	108	0	8	0	0.0000	
81918	1	190.2	115.2	157.76	48.487	45.928	0.3892	108	0	8	0	0.0000	
81919	1	190.8	115.2	157.20	48.528	46.184	0.7980	102	0	8	0	0.0000	
81920	0	191.4	115.2	0.0000	0.0000	0.0000	0.0000	103	0	0	3	1.0000	
81921	0	192	115.2	0.0000	0.0000	0.0000	0.0000	41	0	0	3	1.0000	
81922	1	192.6	115.2	157.79	48.383	45.995	0.6177	104	0	8	0	0.0000	
81923	1	193.2	115.2	157.71	48.273	46.202	0.6277	98	0	8	0	0.0000	
81924	1	193.8	115.2	157.59	48.180	46.427	0.6036	110	0	8	0	0.0000	
81925	1	194.4	115.2	157.80	48.410	46.113	0.4089	103	0	8	0	0.0000	
81926	1	195	115.2	158.03	48.337	45.827	0.8032	100	0	8	0	0.0000	
81927	1	195.6	115.2	157.63	48.532	46.045	0.6422	93	0	8	0	0.0000	
81928	1	196.2	115.2	157.50	49.065	45.727	0.7348	89	0	8	0	0.0000	
81929	1	196.8	115.2	157.81	49.106	45.718	0.7343	95	0	8	0	0.0000	
81930	1	197.4	115.2	158.05	49.007	45.232	0.5615	98	0	8	0	0.0000	
81931	1	198	115.2	157.84	48.823	45.477	0.7032	108	0	8	0	0.0000	
81932	1	198.6	115.2	157.85	49.007	45.688	0.7162	105	0	8	0	0.0000	
81933	1	199.2	115.2	157.86	48.926	45.675	0.8424	106	0	8	0	0.0000	
81934	2	199.8	115.2	88.963	25.663	5.6173	0.9038	92	0	8	0	0.0000	
81935	2	200.4	115.2	88.384	25.964	5.6821	0.8295	108	0	8	0	0.0000	
81936	0	201	115.2	0.0000	0.0000	0.0000	0.0000	99	0	0	3	1.0000	
81937	2	201.6	115.2	88.872	25.210	5.9829	0.6292	83	0	8	0	0.0000	
81938	2	202.2	115.2	89.168	24.444	5.6566	0.7500	66	0	8	0	0.0000	
81939	0	202.8	115.2	0.0000	0.0000	0.0000	0.0000	56	0	0	3	1.0000	
81940	0	203.4	115.2	0.0000	0.0000	0.0000	0.0000	55	0	0	3	1.0000	
81941	0	204	115.2	0.0000	0.0000	0.0000	0.0000	55	0	0	3	1.0000	
81942	0	204.6	115.2	0.0000	0.0000	0.0000	0.0000	52	0	0	3	1.0000	
81943	0	205.2	115.2	0.0000	0.0000	0.0000	0.0000	34	0	0	3	1.0000	
81944	0	205.8	115.2	0.0000	0.0000	0.0000	0.0000	33	0	0	3	1.0000	
81945	1	206.4	115.2	178.49	46.052	51.667	0.4024	71	0	8	0	0.0000	
81946	0	207	115.2	0.0000	0.0000	0.0000	0.0000	53	0	0	3	1.0000	
81947	0	207.6	115.2	0.0000	0.0000	0.0000	0.0000	15	0	0	3	1.0000	
81948	0	208.2	115.2	0.0000	0.0000	0.0000	0.0000	63	0	0	3	1.0000	
81949	0	208.8	115.2	0.0000	0.0000	0.0000	0.0000	21	0	0	3	1.0000	
81950	0	209.4	115.2	0.0000	0.0000	0.0000	0.0000	26	0	0	3	1.0000	
81951	1	210	115.2	178.24	46.354	52.290	0.6773	67	0	8	0	0.0000	
81952	0	210.6	115.2	0.0000	0.0000	0.0000	0.0000	31	0	0	3	1.0000	
81953	0	211.2	115.2	0.0000	0.0000	0.0000	0.0000	46	0	0	3	1.0000	
81954	1	211.8	115.2	15.853	25.043	31.553	0.5309	66	0	8	0	0.0000	
81955	1	212.4	115.2	15.565	24.976	31.900	0.6319	91	0	8	0	0.0000	
81956	1	213	115.2	15.850	25.337	31.481	0.4838	86	0	8	0	0.0000	
81957	1	213.6	115.2	15.373	25.291	31.858	0.5347	87	0	8	0	0.0000	
81958	0	214.2	115.2	0.0000	0.0000	0.0000	0.0000	35	0	0	3	1.0000	
81959	1	214.8	115.2	178.79	45.772	51.151	0.5673	34	0	8	0	0.0000	
81960	1	215.4	115.2	179.83	46.601	51.021	0.6964	73	0	8	0	0.0000	
81961	1	216	115.2	179.82	46.663	50.855	0.7144	105	0	8	0	0.0000	
81962	1	216.6	115.2	179.80	46.401	50.759	0.6278	99	0	8	0	0.0000	
81963	1	217.2	115.2	179.32	46.340	51.209	0.6969	98	0	8	0	0.0000	
81964	1	217.8	115.2	178.40	46.469	52.083	0.5631	109	0	8	0	0.0000	
81965	1	218.4	115.2	178.33	46.551	51.987	0.6624	109	0	8	0	0.0000	
81966	1	219	115.2	178.23	46.671	52.246	0.7151	106	0	8	0	0.0000	
81967	1	219.6	115.2	178.26	46.364	52.094	0.7385	109	0	8	0	0.0000	
81968	0	220.2	115.2	0.0000	0.0000	0.0000	0.0000	46	0	0	3	1.0000	
81969	1	220.8	115.2	178.07	47.070	52.595	0.5196	109	0	8	0	0.0000	
81970	1	221.4	115.2	178.11	47.098	52.140	0.4135	115	0	8	0	0.0000	
81971	0	222	115.2	0.0000	0.0000	0.0000	0.0000	110	0	0	3	1.0000	
81972	1	222.6	115.2	178.21	47.077	52.028	0.5303	109	0	8	0	0.0000	
81973	1	223.2	115.2	178.49	46.959	51.583	0.4452	78	0	8	0	0.0000	
81974	1	223.8	115.2	125.98	47.839	36.512	0.7746	95	0	8	0	0.0000	
81975	0	224.4	115.2	0.0000	0.0000	0.0000	0.0000	116	0	0	3	1.0000	
81976	1	225	115.2	125.13	47.975	37.045	0.6829	117	0	8	0	0.0000	
81977	0	225.6	115.2	0.0000	0.0000	0.0000	0.0000	45	0	0	3	1.0000	
81978	0	226.2	115.2	0.0000	0.0000	0.0000	0.0000	30	0	0	3	1.0000	
81979	0	226.8	115.2	0.0000	0.0000	0.0000	0.0000	44	0	0	3	1.0000	
81980	1	227.4	115.2	126.14	47.998	36.329	0.5865	106	0	8	0	0.0000	
81981	1	228	115.2	125.20	48.142	36.779	0.4896	116	0	8	0	0.0000	
81982	1	228.6	115.2	125.62	47.826	36.727	0.5739	114	0	8	0	0.0000	
81983	1	229.2	115.2	125.80	47.645	36.645	0.5400	114	0	8	0	0.0000	
81984	1	229.8	115.2	125.73	47.798	36.655	0.6054	113	0	8	0	0.0000	
81985	1	230.4	115.2	125.14	48.054	36.936	0.5208	117	0	8	0	0.0000	
81986	1	231	115.2	125.55	47.813	36.845	0.5915	113	0	8	0	0.0000	
81987	1	231.6	115.2	125.44	48.011	36.844	0.6720	113	0	8	0	0.0000	
81988	1	232.2	115.2	125.26	48.090	37.038	0.5218	119	0	8	0	0.0000	
81989	1	232.8	115.2	125.53	48.078	36.742	0.6804	117	0	8	0	0.0000	
81990	1	233.4	115.2	31.422	5.9470	72.781	0.5815	80	0	8	0	0.0000	
81991	1	234	115.2	32.365	5.9662	72.036	0.5616	103	0	8	0	0.0000	
81992	1	234.6	115.2	34.584	6.1700	69.675	0.5660	102	0	8	0	0.0000	
81993	1	235.2	115.2	36.058	6.1809	68.283	0.5325	106	0	8	0	0.0000	
81994	1	235.8	115.2	35.844	6.1724	68.483	0.5261	105	0	8	0	0.0000	
81995	1	236.4	115.2	34.526	6.1776	69.737	0.5146	103	0	8	0	0.0000	
81996	1	237	115.2	35.754	6.1968	68.592	0.5317	93	0	8	0	0.0000	
81997	1	237.6	115.2	36.710	6.2085	67.663	0.5163	100	0	8	0	0.0000	
81998	1	238.2	115.2	36.345	6.4784	68.122	0.4882	96	0	8	0	0.0000	
81999	1	238.8	115.2	38.756	6.4342	65.497	0.5280	79	0	8	0	0.0000	
82000	0	239.4	115.2	0.0000	0.0000	0.0000	0.0000	47	0	0	3	1.0000	
82001	0	240	115.2	0.0000	0.0000	0.0000	0.0000	78	0	0	3	1.0000	
82002	1	240.6	115.2	20.313	50.651	45.225	0.5179	106	0	8	0	0.0000	
82003	1	241.2	115.2	20.212	50.516	45.737	1.0031	78	0	8	0	0.0000	
82004	1	241.8	115.2	192.16	41.678	41.309	0.4268	74	0	8	0	0.0000	
82005	1	242.4	115.2	191.84	41.755	41.593	0.5374	86	0	8	0	0.0000	
82006	1	243	115.2	191.31	41.870	42.204	0.6734	84	0	8	0	0.0000	
82007	1	243.6	115.2	192.05	41.886	41.384	0.6990	74	0	8	0	0.0000	
82008	1	244.2	115.2	192.02	41.910	41.455	0.6380	37	0	8	0	0.0000	
82009	2	244.8	115.2	259.09	21.013	72.693	0.8331	65	0	8	0	0.0000	
82010	1	245.4	115.2	27.422	38.572	43.235	0.6808	95	0	8	0	0.0000	
82011	1	246	115.2	27.112	38.613	43.683	0.7016	97	0	8	0	0.0000	
82012	0	246.6	115.2	0.0000	0.0000	0.0000	0.0000	102	0	0	3	1.0000	
82013	0	247.2	115.2	0.0000	0.0000	0.0000	0.0000	43	0	0	3	1.0000	
82014	1	247.8	115.2	189.91	41.416	43.843	0.4418	88	0	8	0	0.0000	
82015	1	248.4	115.2	189.83	41.505	43.901	0.5067	89	0	8	0	0.0000	
82016	1	249	115.2	189.77	41.554	44.095	0.4774	78	0	8	0	0.0000	
82017	1	249.6	115.2	189.88	41.399	44.010	0.4344	109	0	8	0	0.0000	
82018	1	250.2	115.2	189.50	41.252	44.346	0.7600	111	0	8	0	0.0000	
82019	0	250.8	115.2	0.0000	0.0000	0.0000	0.0000	52	0	0	3	1.0000	
82020	1	251.4	115.2	44.918	37.345	49.001	0.6136	97	0	8	0	0.0000	
82021	1	252	115.2	44.043	37.118	50.055	0.5322	105	0	8	0	0.0000	
82022	1	252.6	115.2	44.200	37.005	49.861	0.6761	74	0	8	0	0.0000	
82023	1	253.2	115.2	188.76	42.208	50.196	0.5711	78	0	8	0	0.0000	
82024	1	253.8	115.2	188.81	42.214	50.138	0.5838	90	0	8	0	0.0000	
82025	1	254.4	115.2	189.51	42.143	49.833	0.7951	106	0	8	0	0.0000	
82026	1	0	115.8	148.98	36.125	50.286	0.8291	91	0	8	0	0.0000	
82027	1	0.6	115.8	148.72	35.931	50.470	0.5897	94	0	8	0	0.0000	
82028	1	1.2	115.8	148.44	35.813	50.854	0.6957	101	0	8	0	0.0000	
82029	1	1.8	115.8	148.45	35.812	50.856	0.5992	102	0	8	0	0.0000	
82030	1	2.4	115.8	148.45	35.756	50.730	0.5487	96	0	8	0	0.0000	
82031	1	3	115.8	148.70	35.638	50.479	0.5462	103	0	8	0	0.0000	
82032	1	3.6	115.8	148.00	36.033	50.637	0.6326	96	0	8	0	0.0000	
82033	1	4.2	115.8	148.36	36.379	50.357	0.6098	91	0	8	0	0.0000	
82034	1	4.8	115.8	147.98	36.605	50.757	0.5732	92	0	8	0	0.0000	
82035	1	5.4	115.8	147.95	36.672	50.803	0.6932	96	0	8	0	0.0000	
82036	1	6	115.8	148.40	36.508	50.505	0.5691	98	0	8	0	0.0000	
82037	1	6.6	115.8	148.87	36.374	50.007	0.5911	93	0	8	0	0.0000	
82038	1	7.2	115.8	149.43	36.308	49.660	0.6481	96	0	8	0	0.0000	
82039	1	7.8	115.8	149.53	36.421	49.647	0.8317	96	0	8	0	0.0000	
82040	1	8.4	115.8	148.08	36.534	50.635	0.6414	102	0	8	0	0.0000	
82041	1	9	115.8	149.44	36.429	49.752	0.6525	103	0	8	0	0.0000	
82042	1	9.6	115.8	148.78	36.287	50.361	0.6020	105	0	8	0	0.0000	
82043	0	10.2	115.8	0.0000	0.0000	0.0000	0.0000	67	0	0	3	1.0000	
82044	1	10.8	115.8	331.75	53.190	43.924	0.8663	100	0	8	0	0.0000	
82045	1	11.4	115.8	331.76	53.386	44.168	0.6192	118	0	8	0	0.0000	
82046	1	12	115.8	331.65	53.252	44.068	0.4170	116	0	8	0	0.0000	
82047	1	12.6	115.8	331.68	53.355	44.074	0.4693	117	0	8	0	0.0000	
82048	1	13.2	115.8	331.41	53.038	44.037	0.7196	115	0	8	0	0.0000	
82049	1	13.8	115.8	331.56	53.091	44.076	0.4535	111	0	8	0	0.0000	
82050	1	14.4	115.8	331.49	52.889	44.421	0.7779	105	0	8	0	0.0000	
82051	1	15	115.8	331.43	52.598	44.347	0.6558	100	0	8	0	0.0000	
82052	1	15.6	115.8	18.210	41.904	50.362	0.5001	99	0	8	0	0.0000	
82053	1	16.2	115.8	18.074	41.713	50.254	0.3194	98	0	8	0	0.0000	
82054	0	16.8	115.8	0.0000	0.0000	0.0000	0.0000	23	0	0	3	1.0000	
82055	1	17.4	115.8	166.77	36.200	37.169	0.6330	83	0	8	0	0.0000	
82056	1	18	115.8	166.30	36.368	37.426	0.6719	100	0	8	0	0.0000	
82057	1	18.6	115.8	166.58	36.531	37.401	0.6756	100	0	8	0	0.0000	
82058	1	19.2	115.8	167.13	36.345	36.666	0.6685	104	0	8	0	0.0000	
82059	1	19.8	115.8	166.63	36.475	37.371	0.6790	94	0	8	0	0.0000	
82060	1	20.4	115.8	167.09	36.206	36.810	0.6288	101	0	8	0	0.0000	
82061	1	21	115.8	166.96	36.176	36.955	0.6573	98	0	8	0	0.0000	
82062	1	21.6	115.8	167.16	36.153	36.900	0.5345	97	0	8	0	0.0000	
82063	1	22.2	115.8	167.25	36.137	36.812	0.3903	103	0	8	0	0.0000	
82064	1	22.8	115.8	167.09	36.156	36.743	0.7393	111	0	8	0	0.0000	
82065	1	23.4	115.8	167.15	36.169	36.888	0.5349	107	0	8	0	0.0000	
82066	1	24	115.8	166.35	36.609	37.651	0.6828	104	0	8	0	0.0000	
82067	1	24.6	115.8	166.96	36.202	36.982	0.6205	94	0	8	0	0.0000	
82068	1	25.2	115.8	166.86	36.303	37.036	0.6337	110	0	8	0	0.0000	
82069	1	25.8	115.8	166.88	36.216	37.058	0.4990	106	0	8	0	0.0000	
82070	1	26.4	115.8	166.34	36.560	37.769	0.7065	96	0	8	0	0.0000	
82071	1	27	115.8	166.54	36.448	37.280	0.6283	60	0	8	0	0.0000	
82072	2	27.6	115.8	300.28	28.885	20.701	0.4922	86	0	8	0	0.0000	
82073	0	28.2	115.8	0.0000	0.0000	0.0000	0.0000	65	0	0	3	1.0000	
82074	1	28.8	115.8	176.41	21.179	32.635	0.6717	86	0	8	0	0.0000	
82075	0	29.4	115.8	0.0000	0.0000	0.0000	0.0000	32	0	0	3	1.0000	
82076	1	30	115.8	177.03	21.363	32.078	0.6014	91	0	8	0	0.0000	
82077	1	30.6	115.8	175.85	21.478	33.512	0.4122	91	0	8	0	0.0000	
82078	0	31.2	115.8	0.0000	0.0000	0.0000	0.0000	74	0	0	3	1.0000	
82079	2	31.8	115.8	24.175	31.135	0.4756	0.6494	64	0	8	0	0.0000	
82080	0	32.4	115.8	0.0000	0.0000	0.0000	0.0000	24	0	0	3	1.0000	
82081	0	33	115.8	0.0000	0.0000	0.0000	0.0000	24	0	0	3	1.0000	
82082	1	33.6	115.8	178.54	20.681	30.983	0.7545	48	0	8	0	0.0000	
82083	0	34.2	115.8	0.0000	0.0000	0.0000	0.0000	78	0	0	3	1.0000	
82084	1	34.8	115.8	177.09	20.781	32.171	0.6215	98	0	8	0	0.0000	
82085	1	35.4	115.8	199.82	17.520	82.913	0.4861	85	0	8	0	0.0000	
82086	1	36	115.8	200.47	17.784	82.428	0.8896	95	0	8	0	0.0000	
82087	1	36.6	115.8	198.90	17.712	83.917	0.5947	102	0	8	0	0.0000	
82088	1	37.2	115.8	198.84	17.856	83.750	0.8434	96	0	8	0	0.0000	
82089	1	37.8	115.8	198.94	17.745	83.660	0.6518	99	0	8	0	0.0000	
82090	1	38.4	115.8	197.96	17.770	84.815	0.7899	93	0	8	0	0.0000	
82091	1	39	115.8	198.86	17.806	83.740	0.8376	102	0	8	0	0.0000	
82092	1	39.6	115.8	198.75	17.757	83.921	0.6464	100	0	8	0	0.0000	
82093	1	40.2	115.8	198.84	17.764	83.817	0.6852	101	0	8	0	0.0000	
82094	1	40.8	115.8	199.02	17.835	83.724	0.5802	105	0	8	0	0.0000	
82095	1	41.4	115.8	198.80	17.789	83.874	1.0252	107	0	8	0	0.0000	
82096	1	42	115.8	197.07	17.433	85.558	0.9454	108	0	8	0	0.0000	
82097	1	42.6	115.8	198.59	17.737	84.312	0.7507	112	0	8	0	0.0000	
82098	1	43.2	115.8	198.84	17.787	83.804	0.8558	105	0	8	0	0.0000	
82099	1	43.8	115.8	198.12	17.517	84.657	0.5599	101	0	8	0	0.0000	
82100	1	44.4	115.8	198.71	17.650	84.032	0.6458	101	0	8	0	0.0000	
82101	1	45	115.8	199.21	17.841	83.552	0.6291	101	0	8	0	0.0000	
82102	1	45.6	115.8	199.59	18.167	83.165	0.4510	102	0	8	0	0.0000	
82103	1	46.2	115.8	198.73	17.656	84.177	0.7768	96	0	8	0	0.0000	
82104	1	46.8	115.8	198.33	17.809	84.546	0.7724	103	0	8	0	0.0000	
82105	1	47.4	115.8	199.49	17.923	83.700	0.7607	61	0	8	0	0.0000	
82106	1	48	115.8	193.94	26.542	72.787	0.6913	108	0	8	0	0.0000	
82107	1	48.6	115.8	329.58	53.586	44.636	0.5067	89	0	8	0	0.0000	
82108	1	49.2	115.8	329.49	53.821	44.736	0.4210	102	0	8	0	0.0000	
82109	1	49.8	115.8	329.46	53.816	44.748	0.4214	107	0	8	0	0.0000	
82110	1	50.4	115.8	329.32	53.741	44.891	0.4262	106	0	8	0	0.0000	
82111	1	51	115.8	329.49	53.733	44.714	0.8103	111	0	8	0	0.0000	
82112	1	51.6	115.8	329.51	53.807	44.705	0.5549	105	0	8	0	0.0000	
82113	0	52.2	115.8	0.0000	0.0000	0.0000	0.0000	52	0	0	3	1.0000	
82114	2	52.8	115.8	27.283	31.613	75.446	0.9620	62	0	8	0	0.0000	
82115	1	53.4	115.8	329.71	54.101	44.373	0.4958	113	0	8	0	0.0000	
82116	1	54	115.8	329.67	53.799	44.391	0.4867	117	0	8	0	0.0000	
82117	1	54.6	115.8	329.71	53.919	44.370	0.4613	117	0	8	0	0.0000	
82118	1	55.2	115.8	337.28	29.830	52.271	0.7204	106	0	8	0	0.0000	
82119	1	55.8	115.8	337.39	29.992	52.084	0.4746	123	0	8	0	0.0000	
82120	1	56.4	115.8	337.35	29.987	52.105	0.4744	122	0	8	0	0.0000	
82121	1	57	115.8	337.42	29.933	51.919	0.5810	119	0	8	0	0.0000	
82122	1	57.6	115.8	337.35	30.016	52.053	0.4556	122	0	8	0	0.0000	
82123	1	58.2	115.8	337.51	29.989	51.718	0.5535	120	0	8	0	0.0000	
82124	1	58.8	115.8	337.41	30.214	52.073	0.4747	115	0	8	0	0.0000	
82125	1	59.4	115.8	337.25	30.109	51.974	0.6071	114	0	8	0	0.0000	
82126	1	60	115.8	137.21	21.150	6.2004	0.3655	57	0	8	0	0.0000	
82127	1	60.6	115.8	137.27	21.302	5.7102	0.6664	109	0	8	0	0.0000	
82128	1	61.2	115.8	137.21	21.016	6.0648	0.6931	110	0	8	0	0.0000	
82129	1	61.8	115.8	137.13	21.174	6.2274	0.5584	101	0	8	0	0.0000	
82130	1	62.4	115.8	137.61	21.460	5.6370	0.6008	108	0	8	0	0.0000	
82131	1	63	115.8	137.11	21.391	6.1428	0.6332	104	0	8	0	0.0000	
82132	1	63.6	115.8	137.62	21.041	5.4442	0.7314	109	0	8	0	0.0000	
82133	1	64.2	115.8	137.88	21.255	5.5167	0.6180	100	0	8	0	0.0000	
82134	1	64.8	115.8	136.82	21.264	6.3697	0.6994	105	0	8	0	0.0000	
82135	1	65.4	115.8	137.30	21.138	6.0394	0.6993	98	0	8	0	0.0000	
82136	1	66	115.8	136.73	21.288	6.4413	0.4476	105	0	8	0	0.0000	
82137	1	66.6	115.8	284.38	28.852	78.544	0.6757	120	0	8	0	0.0000	
82138	1	67.2	115.8	137.16	21.426	5.8789	0.4040	119	0	8	0	0.0000	
82139	1	67.8	115.8	136.40	21.679	6.5596	0.6055	107	0	8	0	0.0000	
82140	1	68.4	115.8	137.14	21.699	6.0198	0.5688	105	0	8	0	0.0000	
82141	1	69	115.8	137.35	21.253	5.6151	0.5411	103	0	8	0	0.0000	
82142	1	69.6	115.8	137.49	21.611	5.5783	0.5449	103	0	8	0	0.0000	
82143	1	70.2	115.8	137.44	21.517	5.4732	0.6467	96	0	8	0	0.0000	
82144	1	70.8	115.8	137.93	21.611	5.0689	0.5683	101	0	8	0	0.0000	
82145	1	71.4	115.8	137.27	21.469	5.5880	0.5245	98	0	8	0	0.0000	
82146	1	72	115.8	137.34	21.755	5.8762	0.5001	107	0	8	0	0.0000	
82147	1	72.6	115.8	136.13	21.699	6.5725	0.8150	101	0	8	0	0.0000	
82148	1	73.2	115.8	136.90	21.206	5.8161	0.5786	106	0	8	0	0.0000	
82149	1	73.8	115.8	137.23	21.746	5.9901	0.7078	103	0	8	0	0.0000	
82150	1	74.4	115.8	136.48	21.321	6.4437	0.7704	100	0	8	0	0.0000	
82151	1	75	115.8	135.75	21.242	6.8339	0.7841	106	0	8	0	0.0000	
82152	1	75.6	115.8	137.04	21.569	6.0237	0.7922	104	0	8	0	0.0000	
82153	1	76.2	115.8	135.51	21.790	7.2734	0.6380	96	0	8	0	0.0000	
